,E,v,sy,H,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,150.0,0.2,0.15,0.15,2.0,7.6388066734846936,4.0,15.277613346969387,6.0,22.522222942316162,8.0,26.287962941292484,10.0,27.12360828306539,12.0,27.41171611515197,14.0,27.56913582826988,16.0,27.684665665696865,18.000000000000004,27.777836378729344,20.0,27.85683520212608,22.0,27.926774535757218,24.0,27.991071051453872,26.000000000000004,28.05195325081733,28.0,28.110820480333707,30.0,28.168522039220043,32.0,28.225559521687504,34.0,28.282205166516444,36.00000000000001,28.338626584196927,38.0,28.39494230984142,40.0,28.451187996130436,42.0,28.50739787331705,44.0,28.56352796300016,46.0,28.61963267705883,48.0,28.675732753136476,50.0,28.731830155942596,52.00000000000001,28.78789330927309,54.0,28.843872679812804,56.0,28.899675371428252,58.0,28.955454919714512,60.0,29.011217250600453,62.0,29.066963990192868,64.0,29.12269545983311,66.0,29.178411396667812,68.0,29.234111123878268,70.0,29.289793781348322,72.00000000000001,29.345458327997,74.0,29.401103558774025,76.0,29.456728106744006,78.0,29.512330435705064,80.0,29.567908775297624,82.0,29.6234612931022,84.0,29.67898579547708,86.0,29.734479820308596,88.0,29.789940756046676,90.0,29.845365520496877,92.0,29.90075069143897,94.0,29.956092409490175,96.0,30.01138627415963,98.0,30.066627433663186,100.0,30.121810281132777
0,149.07142511571112,0.1949614046705616,0.15464660481250433,0.1391203416019758,2.0,7.587071881970847,4.0,15.174143763941695,6.0,22.467327138670043,8.0,26.853647624940816,9.999999999999998,27.86882102966652,11.999999999999998,28.20604434337448,13.999999999999998,28.37585402741547,16.0,28.49544281043654,18.000000000000004,28.59022233829186,20.0,28.669282599057215,22.0,28.73807166038842,24.0,28.800284104599623,26.000000000000004,28.858402573768817,28.0,28.91403720919097,30.0,28.96819645889957,32.0,29.02149382779523,34.0,29.074292808799548,36.00000000000001,29.1267709450955,38.0,29.179101742501288,40.0,29.23134848213476,42.0,29.28353894799467,44.0,29.335698719190066,46.0,29.387803111821043,48.0,29.43987313580905,50.0,29.491938978962523,52.00000000000001,29.54400246288295,54.0,29.59606450893524,56.0,29.6480733725335,58.0,29.69999504677633,60.0,29.75180643477331,62.0,29.803600461617485,64.0,29.85538143458531,66.0,29.907150687688333,68.0,29.95890855087658,70.0,30.01065492293601,72.00000000000001,30.062389413332145,74.0,30.114111614160716,76.0,30.165820810061906,78.0,30.21751637440765,80.0,30.269197443894765,82.0,30.32086310463666,84.0,30.372512343244342,86.0,30.424144039282112,88.0,30.475756954916914,90.0,30.527349722062183,92.0,30.578920780676736,94.0,30.630468536855375,96.0,30.681991090211966,98.0,30.73348637078935,100.0,30.784952018833696
0,148.7665983860917,0.20432003108545888,0.15773868023157145,0.14006599092174876,2.0,7.580025336251337,4.0,15.160050672502674,6.0,22.49250485823442,8.0,27.265458768317547,9.999999999999998,28.379036351275577,11.999999999999998,28.74646184112814,13.999999999999998,28.926500222028817,16.0,29.050802558164005,18.000000000000004,29.14891056711188,20.0,29.230484924242354,22.0,29.30116954335503,24.0,29.36480038774995,26.000000000000004,29.42398436449884,28.0,29.480435366648116,30.0,29.535242008116764,32.0,29.589075836683485,34.0,29.642341615092086,36.00000000000001,29.695278977286353,38.0,29.748015547375374,40.0,29.80063131239693,42.0,29.853192398973025,44.0,29.905722155501323,46.0,29.95822259014774,48.0,30.01071172289123,50.0,30.063141206094436,52.00000000000001,30.115555183250983,54.0,30.167967408295834,56.0,30.22037862415994,58.0,30.272789154467045,60.0,30.325133960290884,62.0,30.377377813614512,64.0,30.429524195590993,66.0,30.481652009348267,68.0,30.533765509487523,70.0,30.58586608102139,72.00000000000001,30.637954089356434,74.0,30.69002938257764,76.0,30.742091682226373,78.0,30.79414033908249,80.0,30.8461747575516,82.0,30.89819407927811,84.0,30.95019737959856,86.0,31.00218362281157,88.0,31.054151657381006,90.0,31.106100207187175,92.0,31.158027859550295,94.0,31.209933002835268,96.0,31.261813988861803,98.0,31.313668854446885,100.0,31.36549546182836
0,151.79372665291967,0.2148387354373243,0.17677455855414723,0.1397643618639792,2.0,7.745172429809083,4.0,15.490344859618165,6.0,23.121888240174428,8.0,29.51220773939388,10.0,31.447544350432906,12.0,32.056948659969855,14.0,32.309563943250126,16.0,32.46343206622176,18.000000000000004,32.57972882463538,20.0,32.67452082603201,22.0,32.754852818277065,24.0,32.8253279836403,26.000000000000004,32.88921054598505,28.0,32.94878587444526,30.0,33.00560858557184,32.0,33.06070446893702,34.0,33.11473318231657,36.00000000000001,33.16811018343147,38.0,33.2210928613993,40.0,33.273838651039334,42.0,33.326442906789985,44.0,33.37896295074035,46.0,33.43142608161835,48.0,33.48384755528893,50.0,33.53625442065377,52.00000000000001,33.58865268767769,54.0,33.64103942698359,56.0,33.693417282554634,58.0,33.74577902008153,60.0,33.79809464411601,62.0,33.850404519893985,64.0,33.90271368167512,66.0,33.95502242689174,68.0,34.00733083307616,70.0,34.05959428623649,72.00000000000001,34.111809324998696,74.0,34.163863516424705,76.0,34.21589455134382,78.0,34.26790968695225,80.0,34.31991146309273,82.0,34.37190083630955,84.0,34.423878089182615,86.0,34.4758431449658,88.0,34.52779570133453,90.0,34.57973523810581,92.0,34.63166122522346,94.0,34.68357301906896,96.0,34.73546979068698,98.0,34.78735066298597,100.0,34.83921466497185
0,153.42416790012447,0.23965839412903847,0.1918496476380737,0.16240188849504347,2.0,7.8595551415841145,4.0,15.719110283168229,6.0,23.545456583160707,8.0,30.56956081422344,10.0,33.80363821767462,12.0,34.652952599852654,14.0,34.99217071893624,16.0,35.186135007405646,18.000000000000004,35.3269772133795,20.0,35.4416204657326,22.0,35.53896883818346,24.0,35.624257399212674,26.000000000000004,35.701196510821504,28.0,35.7724695113831,30.0,35.83997657441042,32.0,35.9050264148364,34.0,35.96849752474102,36.00000000000001,36.03096697800806,38.0,36.092807250602625,40.0,36.154255423142594,42.0,36.215460748391486,44.0,36.276516386205884,46.0,36.33748010009109,48.0,36.39838752345154,50.0,36.459260551882764,52.00000000000001,36.52011259922323,54.0,36.580951949485204,56.0,36.64178348697486,58.0,36.702597238179074,60.0,36.76338709152593,62.0,36.82417476233238,64.0,36.88490843124007,66.0,36.94562593019934,68.0,37.00632355711949,70.0,37.067020430461426,72.00000000000001,37.127716786798445,74.0,37.18838105716099,76.0,37.248967861157,78.0,37.30933470848378,80.0,37.36962775964369,82.0,37.42989097882356,84.0,37.490129567477375,86.0,37.550345492642926,88.0,37.610539328606166,90.0,37.67071080895571,92.0,37.73085925458117,94.0,37.790983651960545,96.0,37.851082717319734,98.0,37.91115492852223,100.0,37.97119853777906
0,154.41557899986222,0.23889531060893418,0.19951192464451425,0.15956326105487872,2.0,7.90926668705155,4.0,15.8185333741031,6.0,23.727800061154646,8.0,31.012315948752462,10.0,34.90548628763236,12.0,35.92906823910272,14.0,36.32811272611185,16.0,36.54234518996862,18.000000000000004,36.69325136223611,20.0,36.81394802078024,22.0,36.915651037911154,24.0,37.004005130238205,26.000000000000004,37.08295765023599,28.0,37.15540181937099,30.0,37.22343073077757,32.0,37.28851980501615,34.0,37.351682511779416,36.00000000000001,37.41359953538581,38.0,37.474719628695226,40.0,37.535334231301114,42.0,37.595630367656064,44.0,37.65572693010395,46.0,37.7156989430914,48.0,37.77559347769155,50.0,37.83543993535559,52.00000000000001,37.89525661761912,54.0,37.955054886475054,56.0,38.0148418553427,58.0,38.07462177647787,60.0,38.134389002307366,62.0,38.19413644780144,64.0,38.25387470806532,66.0,38.31359288799719,68.0,38.373273164208186,70.0,38.432933274073434,72.00000000000001,38.492584843878326,74.0,38.55223582340396,76.0,38.61188635120164,78.0,38.67149391870908,80.0,38.73103913009303,82.0,38.79036489892971,84.0,38.849630178592484,86.0,38.90886818939032,88.0,38.96808379232075,90.0,39.02727879157975,92.0,39.08645383953284,94.0,39.14560892381228,96.0,39.20474351598552,98.0,39.263856838733275,100.0,39.322947881205664
0,156.42712866632647,0.22643278917847812,0.23866504845532596,0.15421446115621668,2.0,7.995511204856158,4.0,15.991022409712317,6.0,23.986533614568476,8.0,31.805752976858823,10.0,38.599999818264244,12.0,41.864627933022504,14.000000000000002,42.92477112775282,16.0,43.37625251080007,18.000000000000004,43.621040842990425,20.0,43.79168512279904,22.0,43.92721620068084,24.0,44.041623094215524,26.000000000000004,44.14068552720739,28.0,44.228267861346545,30.0,44.30729786760033,32.0,44.380045848824324,34.0,44.44825243248449,36.00000000000001,44.51322531279289,38.0,44.57592651631102,40.0,44.63705035816904,42.0,44.69708969125991,44.0,44.75638948623528,46.0,44.81518839876976,48.0,44.87364995247392,50.0,44.93188531325566,52.00000000000001,44.98996957175872,54.0,45.04795318880825,56.0,45.10586993307349,58.0,45.16374232729959,60.0,45.22158535336354,62.0,45.27940895576477,64.0,45.33721639860999,66.0,45.39499969245475,68.0,45.45277879808888,70.0,45.51055520060415,72.00000000000001,45.56831690283617,74.0,45.62607575353149,76.0,45.683821670080654,78.0,45.74152908467316,80.0,45.79921030849362,82.0,45.8568901237136,84.0,45.91456943536576,86.0,45.97224839364678,88.0,46.029927042125685,90.0,46.0875994497457,92.0,46.14518671410042,94.0,46.20273009322849,96.0,46.260097864603146,98.0,46.31743943780862,100.0,46.3747624875349
0,156.24646884766975,0.2297364679946416,0.24229118490325408,0.16094109222388384,2.0,7.990537207538574,4.0,15.981074415077147,6.0,23.97161162261572,8.0,31.809498277318106,10.0,38.75255220480741,12.0,42.36166965129479,14.000000000000002,43.5116508691255,16.0,44.00324058225645,18.000000000000004,44.26474367354914,20.0,44.44491018168218,22.0,44.58685185105746,24.0,44.706763331490116,26.000000000000004,44.81075620210476,28.0,44.90280450652723,30.0,44.9858995254366,32.0,45.062369096048165,34.0,45.13401101577114,36.00000000000001,45.202187574904244,38.0,45.26791000232908,40.0,45.33191472322013,42.0,45.39472913484105,44.0,45.45672559219635,46.0,45.51816386814328,48.0,45.579223411004406,50.0,45.6400271800388,52.00000000000001,45.70065887172333,54.0,45.7611751514032,56.0,45.82161421691819,58.0,45.88200172712791,60.0,45.94235486951093,62.0,46.0026851310536,64.0,46.063000259572334,66.0,46.12329426638127,68.0,46.18357274354336,70.0,46.24384797712618,72.00000000000001,46.304105785629176,74.0,46.36436155556839,76.0,46.4245958482095,78.0,46.48479445688018,80.0,46.54496685423806,82.0,46.605135737482655,84.0,46.66530407220864,86.0,46.7254720131669,88.0,46.78563960601048,90.0,46.8457738740977,92.0,46.90583953374311,94.0,46.965787673536646,96.0,47.02560241564131,98.0,47.08539080865788,100.0,47.14515943418252
0,156.24646884766975,0.2297364679946416,0.24229118490325408,0.16094109222388384,2.0,7.990537207538574,4.0,15.981074415077147,6.0,23.97161162261572,8.0,31.809498277318106,10.0,38.75255220480741,12.0,42.36166965129479,14.000000000000002,43.5116508691255,16.0,44.00324058225645,18.000000000000004,44.26474367354914,20.0,44.44491018168218,22.0,44.58685185105746,24.0,44.706763331490116,26.000000000000004,44.81075620210476,28.0,44.90280450652723,30.0,44.9858995254366,32.0,45.062369096048165,34.0,45.13401101577114,36.00000000000001,45.202187574904244,38.0,45.26791000232908,40.0,45.33191472322013,42.0,45.39472913484105,44.0,45.45672559219635,46.0,45.51816386814328,48.0,45.579223411004406,50.0,45.6400271800388,52.00000000000001,45.70065887172333,54.0,45.7611751514032,56.0,45.82161421691819,58.0,45.88200172712791,60.0,45.94235486951093,62.0,46.0026851310536,64.0,46.063000259572334,66.0,46.12329426638127,68.0,46.18357274354336,70.0,46.24384797712618,72.00000000000001,46.304105785629176,74.0,46.36436155556839,76.0,46.4245958482095,78.0,46.48479445688018,80.0,46.54496685423806,82.0,46.605135737482655,84.0,46.66530407220864,86.0,46.7254720131669,88.0,46.78563960601048,90.0,46.8457738740977,92.0,46.90583953374311,94.0,46.965787673536646,96.0,47.02560241564131,98.0,47.08539080865788,100.0,47.14515943418252
0,158.60631260793033,0.26422594240669317,0.2627462306626308,0.11520185521334689,2.0,8.164577050240059,4.0,16.329154100480118,6.0,24.493731150720176,8.0,32.611175193465776,10.0,40.17205173572891,12.0,45.28738848137294,14.0,46.88282495809703,16.0,47.52734414929969,18.000000000000004,47.841052715676604,20.0,48.0370750199309,22.0,48.183110775011095,24.0,48.29944961265701,26.000000000000004,48.39684165067478,28.0,48.480199005179195,30.0,48.552872222707165,32.0,48.61747442168237,34.0,48.67605955080757,36.00000000000001,48.730220769859955,38.0,48.78117132949292,40.0,48.82981845753848,42.0,48.87682945091364,44.0,48.92268814585924,46.0,48.96774110424156,48.0,49.012234029339744,50.0,49.05633963625876,52.00000000000001,49.100178477300936,54.0,49.143834206240705,56.0,49.187364594409665,58.0,49.230809382215426,60.0,49.27419581906131,62.0,49.31754254054944,64.0,49.36086226421181,66.0,49.404163653845465,68.0,49.447452665535934,70.0,49.49073322153552,72.00000000000001,49.53400804733918,74.0,49.57727899182538,76.0,49.62054730842263,78.0,49.66381384644025,80.0,49.70707918111047,82.0,49.75034370188889,84.0,49.79360767236482,86.0,49.83687127088417,88.0,49.88013461808003,90.0,49.92339779552302,92.0,49.96666085835134,94.0,50.009923843821596,96.0,50.0531867770965,98.0,50.096449675161416,100.0,50.139712549474254
