,E,v,sy,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,150.0,0.2,0.15,1.0,3.8194033367423468,2.0,7.6388066734846936,3.0,11.458210010227042,4.0,15.277613346969387,5.0,19.025024560747802,6.0,22.522117176367303,7.0,25.217835364669373,8.0,26.33465292552278,9.000000000000002,26.864741592613125,10.0,27.10978015332005,11.0,27.2340582576976,12.0,27.310165346197746,13.000000000000002,27.36322658721371,14.0,27.403942452412696,15.0,27.435963608397138,16.0,27.461216369020253,17.0,27.481034195019383,18.000000000000004,27.496468398643863,19.0,27.508387927156008,20.0,27.517516640731444,21.0,27.52445293809074,22.0,27.529685087678327,23.0,27.53360579714143,24.0,27.53652648833067,25.0,27.538690898541315,26.000000000000004,27.540287535381147,27.0,27.541460657313536,28.0,27.542319639302878,29.0,27.54294674009582,30.0,27.543394725126152,31.0,27.54372651335088,32.0,27.54396714994271,33.0,27.544132747993647,34.0,27.544258735022638,35.0,27.544349739365966,36.00000000000001,27.544415411704435,37.0,27.544462766977386,38.0,27.544496887223755,39.0,27.544521459046358,40.0,27.544539145923373,41.0,27.544551871770825,42.0,27.544561024953314,43.0,27.544567606547528,44.0,27.54457234529269,45.0,27.54457575106584,46.0,27.544578198385807,47.0,27.544579956714884,48.0,27.54458121986138,49.0,27.544582127179538,50.0,27.54458277884478
0,153.48189496460955,0.25993102248310973,0.17064774749978545,1.0,3.9467761359227365,2.0,7.893552271845473,3.0,11.840328407768208,4.0,15.787104543690946,5.0,19.733880679613684,6.0,23.528965889256874,7.0,26.998632212798785,8.0,29.329483076712204,9.000000000000002,30.237491432634332,10.0,30.661948163281597,11.0,30.87402464827342,12.0,30.99288576589464,13.000000000000002,31.070836132950777,14.0,31.128127556660342,15.0,31.172702248373408,16.0,31.20745912756911,17.0,31.235341527506158,18.000000000000004,31.257620960605262,19.0,31.275312605885883,20.0,31.28926443498991,21.0,31.300191528403666,22.0,31.308693811415356,23.0,31.315269346582845,24.0,31.320326694681654,25.0,31.324197019769322,26.000000000000004,31.327145754923784,27.0,31.329383479025726,28.0,31.331075722208855,29.0,31.332351544014433,30.0,31.333310847130335,31.0,31.33403047864733,32.0,31.334569227103398,33.0,31.33497185217244,34.0,31.33527229199382,35.0,31.33549618787103,36.00000000000001,31.33566285310105,37.0,31.335786796186234,38.0,31.335878891382528,39.0,31.33594735863337,40.0,31.335998103568386,41.0,31.336035736781163,42.0,31.33606363542908,43.0,31.336084309512348,44.0,31.336099624797164,45.0,31.33611096708528,46.0,31.336119364995877,47.0,31.336125581590206,48.0,31.336130187114097,49.0,31.336133595038362,50.0,31.336136116441516
0,153.48189496460955,0.25993102248310973,0.17064774749978545,1.0,3.9467761359227365,2.0,7.893552271845473,3.0,11.840328407768208,4.0,15.787104543690946,5.0,19.733880679613684,6.0,23.528965889256874,7.0,26.998632212798785,8.0,29.329483076712204,9.000000000000002,30.237491432634332,10.0,30.661948163281597,11.0,30.87402464827342,12.0,30.99288576589464,13.000000000000002,31.070836132950777,14.0,31.128127556660342,15.0,31.172702248373408,16.0,31.20745912756911,17.0,31.235341527506158,18.000000000000004,31.257620960605262,19.0,31.275312605885883,20.0,31.28926443498991,21.0,31.300191528403666,22.0,31.308693811415356,23.0,31.315269346582845,24.0,31.320326694681654,25.0,31.324197019769322,26.000000000000004,31.327145754923784,27.0,31.329383479025726,28.0,31.331075722208855,29.0,31.332351544014433,30.0,31.333310847130335,31.0,31.33403047864733,32.0,31.334569227103398,33.0,31.33497185217244,34.0,31.33527229199382,35.0,31.33549618787103,36.00000000000001,31.33566285310105,37.0,31.335786796186234,38.0,31.335878891382528,39.0,31.33594735863337,40.0,31.335998103568386,41.0,31.336035736781163,42.0,31.33606363542908,43.0,31.336084309512348,44.0,31.336099624797164,45.0,31.33611096708528,46.0,31.336119364995877,47.0,31.336125581590206,48.0,31.336130187114097,49.0,31.336133595038362,50.0,31.336136116441516
0,150.78451450481606,0.23495770790957807,0.18439580809361866,1.0,3.858984698188958,2.0,7.717969396377916,3.0,11.576954094566876,4.0,15.435938792755833,5.0,19.29492349094479,6.0,23.096281232776526,7.0,26.716498780615062,8.0,29.830800615714132,9.000000000000002,31.80331794595217,10.0,32.663424041000624,11.0,33.101145644234386,12.0,33.32962036095188,13.000000000000002,33.45980139720006,14.0,33.54508858859136,15.0,33.60778671405062,16.0,33.65669942715865,17.0,33.69583803447033,18.000000000000004,33.72795901315011,19.0,33.75430685369892,20.0,33.775832071420645,21.0,33.7933218401059,22.0,33.807449068893206,23.0,33.8187930176088,24.0,33.82785035265411,25.0,33.835043337379005,26.000000000000004,33.84072739248731,27.0,33.845198610695164,28.0,33.848701216145024,29.0,33.85143478054525,30.0,33.85356099496204,31.0,33.855209844503705,32.0,33.85648509680032,33.0,33.85746907386394,34.0,33.85822672274988,35.0,33.85880903186893,36.00000000000001,33.85925585830773,37.0,33.859598239793506,38.0,33.85986026586685,39.0,33.86006057896135,40.0,33.86021356946419,41.0,33.860330320938395,42.0,33.860419353538155,43.0,33.860487278083795,44.0,33.86053896261375,45.0,33.86057830956441,46.0,33.8606082535581,47.0,33.86063103354035,48.0,33.860648358107824,49.0,33.86066153019302,50.0,33.860671542755256
0,151.4178641649299,0.22825675971497167,0.18829368686393744,1.0,3.870867224186954,2.0,7.741734448373908,3.0,11.612601672560862,4.0,15.483468896747816,5.0,19.354336120934768,6.0,23.183346677229252,7.0,26.830680990811693,8.0,30.05417060550676,9.000000000000002,32.25004871259297,10.0,33.22523490631984,11.0,33.72893483699199,12.0,33.99283316031876,13.000000000000002,34.1401063235695,14.0,34.23395976974888,15.0,34.30162108463283,16.0,34.35399587463049,17.0,34.39579309237161,18.000000000000004,34.43019270939694,19.0,34.4585433217654,20.0,34.481837137716234,21.0,34.50088186534442,22.0,34.51636511147587,23.0,34.528880379727404,24.0,34.5389396354766,25.0,34.54698150471992,26.000000000000004,34.55337831435488,27.0,34.558442974401885,28.0,34.5624358719931,29.0,34.565571658002135,30.0,34.568025739062584,31.0,34.569940308530924,32.0,34.57142980149535,33.0,34.572585714479004,34.0,34.573480778224344,35.0,34.574172507727596,36.00000000000001,34.57470617733907,37.0,34.57511728196392,38.0,34.57543355056969,39.0,34.57567657770689,40.0,34.575863134627326,41.0,34.576006215439,42.0,34.57611586672811,43.0,34.576199927993244,44.0,34.576264204015565,45.0,34.576313371597145,46.0,34.576350967608846,47.0,34.57637970414681,48.0,34.57640166144101,49.0,34.57641843379918,50.0,34.57643124226571
0,151.4178641649299,0.22825675971497167,0.18829368686393744,1.0,3.870867224186954,2.0,7.741734448373908,3.0,11.612601672560862,4.0,15.483468896747816,5.0,19.354336120934768,6.0,23.183346677229252,7.0,26.830680990811693,8.0,30.05417060550676,9.000000000000002,32.25004871259297,10.0,33.22523490631984,11.0,33.72893483699199,12.0,33.99283316031876,13.000000000000002,34.1401063235695,14.0,34.23395976974888,15.0,34.30162108463283,16.0,34.35399587463049,17.0,34.39579309237161,18.000000000000004,34.43019270939694,19.0,34.4585433217654,20.0,34.481837137716234,21.0,34.50088186534442,22.0,34.51636511147587,23.0,34.528880379727404,24.0,34.5389396354766,25.0,34.54698150471992,26.000000000000004,34.55337831435488,27.0,34.558442974401885,28.0,34.5624358719931,29.0,34.565571658002135,30.0,34.568025739062584,31.0,34.569940308530924,32.0,34.57142980149535,33.0,34.572585714479004,34.0,34.573480778224344,35.0,34.574172507727596,36.00000000000001,34.57470617733907,37.0,34.57511728196392,38.0,34.57543355056969,39.0,34.57567657770689,40.0,34.575863134627326,41.0,34.576006215439,42.0,34.57611586672811,43.0,34.576199927993244,44.0,34.576264204015565,45.0,34.576313371597145,46.0,34.576350967608846,47.0,34.57637970414681,48.0,34.57640166144101,49.0,34.57641843379918,50.0,34.57643124226571
0,151.4178641649299,0.22825675971497167,0.18829368686393744,1.0,3.870867224186954,2.0,7.741734448373908,3.0,11.612601672560862,4.0,15.483468896747816,5.0,19.354336120934768,6.0,23.183346677229252,7.0,26.830680990811693,8.0,30.05417060550676,9.000000000000002,32.25004871259297,10.0,33.22523490631984,11.0,33.72893483699199,12.0,33.99283316031876,13.000000000000002,34.1401063235695,14.0,34.23395976974888,15.0,34.30162108463283,16.0,34.35399587463049,17.0,34.39579309237161,18.000000000000004,34.43019270939694,19.0,34.4585433217654,20.0,34.481837137716234,21.0,34.50088186534442,22.0,34.51636511147587,23.0,34.528880379727404,24.0,34.5389396354766,25.0,34.54698150471992,26.000000000000004,34.55337831435488,27.0,34.558442974401885,28.0,34.5624358719931,29.0,34.565571658002135,30.0,34.568025739062584,31.0,34.569940308530924,32.0,34.57142980149535,33.0,34.572585714479004,34.0,34.573480778224344,35.0,34.574172507727596,36.00000000000001,34.57470617733907,37.0,34.57511728196392,38.0,34.57543355056969,39.0,34.57567657770689,40.0,34.575863134627326,41.0,34.576006215439,42.0,34.57611586672811,43.0,34.576199927993244,44.0,34.576264204015565,45.0,34.576313371597145,46.0,34.576350967608846,47.0,34.57637970414681,48.0,34.57640166144101,49.0,34.57641843379918,50.0,34.57643124226571
0,154.49687529758614,0.21361466686586347,0.18925144943290742,1.0,3.9408700292356165,2.0,7.881740058471233,3.0,11.822610087706849,4.0,15.763480116942466,5.0,19.704350146178083,6.0,23.582027367875234,7.0,27.27114989721839,8.0,30.455501204513542,9.000000000000002,32.50906779307241,10.0,33.44437895765923,11.0,33.931723704123286,12.0,34.18497651093932,13.000000000000002,34.32663177220067,14.0,34.417671800197766,15.0,34.48382141386698,16.0,34.53458471609798,17.0,34.575842523225326,18.000000000000004,34.60976606676577,19.0,34.63767845568377,20.0,34.6605656246716,21.0,34.67923510876126,22.0,34.69437566615996,23.0,34.706581621038524,24.0,34.71636494705897,25.0,34.72416342904767,26.000000000000004,34.73034783071403,27.0,34.73522895691108,28.0,34.73906473233466,29.0,34.74206715568163,30.0,34.74440893213739,31.0,34.7462296143281,32.0,34.74764113733709,33.0,34.748732691337125,34.0,34.749574924440054,35.0,34.750223504631734,36.00000000000001,34.750722093201865,37.0,34.751104794820165,38.0,34.751398153912966,39.0,34.75162276577276,40.0,34.75179456602358,41.0,34.75192585531988,42.0,34.75202610865497,43.0,34.752102691170336,44.0,34.75216103760193,45.0,34.7522055099575,46.0,34.7522393944143,47.0,34.75226520177565,48.0,34.752284850815805,49.0,34.752299806728566,50.0,34.7523111875877
0,154.49687529758614,0.21361466686586347,0.18925144943290742,1.0,3.9408700292356165,2.0,7.881740058471233,3.0,11.822610087706849,4.0,15.763480116942466,5.0,19.704350146178083,6.0,23.582027367875234,7.0,27.27114989721839,8.0,30.455501204513542,9.000000000000002,32.50906779307241,10.0,33.44437895765923,11.0,33.931723704123286,12.0,34.18497651093932,13.000000000000002,34.32663177220067,14.0,34.417671800197766,15.0,34.48382141386698,16.0,34.53458471609798,17.0,34.575842523225326,18.000000000000004,34.60976606676577,19.0,34.63767845568377,20.0,34.6605656246716,21.0,34.67923510876126,22.0,34.69437566615996,23.0,34.706581621038524,24.0,34.71636494705897,25.0,34.72416342904767,26.000000000000004,34.73034783071403,27.0,34.73522895691108,28.0,34.73906473233466,29.0,34.74206715568163,30.0,34.74440893213739,31.0,34.7462296143281,32.0,34.74764113733709,33.0,34.748732691337125,34.0,34.749574924440054,35.0,34.750223504631734,36.00000000000001,34.750722093201865,37.0,34.751104794820165,38.0,34.751398153912966,39.0,34.75162276577276,40.0,34.75179456602358,41.0,34.75192585531988,42.0,34.75202610865497,43.0,34.752102691170336,44.0,34.75216103760193,45.0,34.7522055099575,46.0,34.7522393944143,47.0,34.75226520177565,48.0,34.752284850815805,49.0,34.752299806728566,50.0,34.7523111875877
0,153.70113004107668,0.2127412665291211,0.19744390770176395,1.0,3.9200954792901848,2.0,7.8401909585803695,3.0,11.760286437870555,4.0,15.680381917160739,5.0,19.600477396450927,6.0,23.509097218642246,7.0,27.23387311265401,8.0,30.68086142883947,9.000000000000002,33.29383844809833,10.0,34.51820117464529,11.0,35.18295046185652,12.0,35.54030045530768,13.000000000000002,35.73412500836195,14.0,35.850935105980994,15.0,35.93121461210381,16.0,35.99179969996953,17.0,36.039694549867555,18.000000000000004,36.07920860431614,19.0,36.11202249491322,20.0,36.13926098400632,21.0,36.161791477397735,22.0,36.180337002445604,23.0,36.19552050316177,24.0,36.20788373340694,25.0,36.21789698034702,26.000000000000004,36.2259657385293,27.0,36.232436579587464,28.0,36.237602941540665,29.0,36.24171096316072,30.0,36.24496526894487,31.0,36.24753455202185,32.0,36.24955681328521,33.0,36.251144152535446,34.0,36.25238705070605,35.0,36.25335812141699,36.00000000000001,36.25411534102957,37.0,36.25470478817355,38.0,36.25516293718413,39.0,36.2555185565732,40.0,36.255794265297,41.0,36.25600779777003,42.0,36.256173024633426,43.0,36.256300771227004,44.0,36.25639956374921,45.0,36.25647584582881,46.0,36.25653466073168,47.0,36.25658002574191,48.0,36.2566150042364,49.0,36.25664196452553,50.0,36.256662738089084
